ablation,setting,seed,survivable,latency,lam2,energy,budget
C_budget,frac=0.025,3,0.9852941176470589,,,0.8569479328375842,0.3958666479677286
C_budget,frac=0.035,3,0.9852941176470589,,,0.8569479328375842,0.55421330715482
C_budget,frac=0.05,3,0.9852941176470589,,,0.8569479328375842,0.7917332959354572
C_budget,frac=0.07,3,1.0,,,1.0882431166985065,1.10842661430964
A_components,none,6,0.9185185185185185,80,,,
A_components,warm-start,6,0.9851851851851852,41,,,
A_components,warm-start+pull,6,0.9037037037037037,56,,,
B_weight,W=0,6,0.9629629629629629,,0.043459802406071855,,
B_weight,W=1,6,0.9629629629629629,,0.062165282747132206,,
B_weight,W=2,6,0.9037037037037037,,0.04186621144626687,,
